original_path,local_path,sha256,classification,purpose,retention_reason,ignore_rule
new during reorganization,proteus/experiments/runs/multi_pin_missing_terminal_donor_bases_v1_temp_2026_07_04/M17_OPAMP_1X_NO_TERMINAL_DONOR_BASE/M17_OPAMP_1X_NO_TERMINAL_DONOR_BASE.pdsprj.Vincero.Empty.workspace,b9e382c4598b291218483b8f50b0a5628159801e768683d896dbb578b94f36d8,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
new during reorganization,"proteus/experiments/runs/multi_pin_missing_terminal_donor_bases_v1_temp_2026_07_04/M17_OPAMP_1X_NO_TERMINAL_DONOR_BASE/Project Backups/M17_OPAMP_1X_NO_TERMINAL_DONOR_BASE [20260704, 19-00-37].pdsprj",9ffddc3bf310eddf7cbec756742fdbcfaa0a8630fda0e23eac950ef3ea617532,Proteus application backup,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/Project Backups/
new during reorganization,proteus/experiments/runs/multi_pin_missing_terminal_donor_bases_v1_temp_2026_07_04/M18_POT-HG_1X_NO_TERMINAL_DONOR_BASE/M18_POT-HG_1X_NO_TERMINAL_DONOR_BASE.pdsprj.Vincero.Empty.workspace,bde906ae5e4c6728a8bff4b9b2ead6b681436b0c3e539822dc5e69a1c4786093,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
new during reorganization,"proteus/experiments/runs/multi_pin_missing_terminal_donor_bases_v1_temp_2026_07_04/M18_POT-HG_1X_NO_TERMINAL_DONOR_BASE/Project Backups/M18_POT-HG_1X_NO_TERMINAL_DONOR_BASE [20260704, 19-03-47].pdsprj",bb79821ef0da58f3d38ba6146556dea7444a581f381bc5fdc18d3609690de0fb,Proteus application backup,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/Project Backups/
new during reorganization,proteus/experiments/runs/multi_pin_missing_terminal_donor_bases_v1_temp_2026_07_04/M19_TRAN-2P2S_1X_NO_TERMINAL_DONOR_BASE/M19_TRAN-2P2S_1X_NO_TERMINAL_DONOR_BASE.pdsprj.Vincero.Empty.workspace,68c745cfd497dff98b8ec66bdde2947f9c7056a256147e8f0c1aee8a70a0161e,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
new during reorganization,"proteus/experiments/runs/multi_pin_missing_terminal_donor_bases_v1_temp_2026_07_04/M19_TRAN-2P2S_1X_NO_TERMINAL_DONOR_BASE/Project Backups/M19_TRAN-2P2S_1X_NO_TERMINAL_DONOR_BASE [20260704, 19-05-36].pdsprj",d7ed56f10192ee0b15502c906150cf4b741e60de5a82aad84ca8a1444997ab12,Proteus application backup,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/Project Backups/
experiments/mx6/D0.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/mx6/D0.pdsprj.M_TAHABINZAEEM.tahab.workspace,358bd9e6cdbe3e4d2f59799a5342bc95297df3ece6eb4b8f891cf3ef2418cecc,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/mx6/D1.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/mx6/D1.pdsprj.M_TAHABINZAEEM.tahab.workspace,358bd9e6cdbe3e4d2f59799a5342bc95297df3ece6eb4b8f891cf3ef2418cecc,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/mx6/E0.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/mx6/E0.pdsprj.M_TAHABINZAEEM.tahab.workspace,358bd9e6cdbe3e4d2f59799a5342bc95297df3ece6eb4b8f891cf3ef2418cecc,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/mx6/E1.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/mx6/E1.pdsprj.M_TAHABINZAEEM.tahab.workspace,358bd9e6cdbe3e4d2f59799a5342bc95297df3ece6eb4b8f891cf3ef2418cecc,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
new during reorganization,proteus/experiments/runs/new_catalogue_terminal_solo_v7_temp_2026_07_04/S01_4511_1X_CATALOGUE_TERMINAL/S01_4511_1X_CATALOGUE_TERMINAL_placed.pdsprj.Vincero.Empty.workspace,5e8d8af4b2bc7c21c4f9f78b7e7a300b6263345f8508ee48908da33051f62081,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
new during reorganization,proteus/experiments/runs/new_catalogue_terminal_solo_v7_temp_2026_07_04/S01_4511_1X_CATALOGUE_TERMINAL/S01_4511_1X_CATALOGUE_TERMINAL_sa.pdsprj.Vincero.Empty.workspace,8d162f7364fc92a55d0ff63c3b9b96b24feb7dea3364f0bc54f1625d1e453436,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
new during reorganization,proteus/experiments/runs/new_catalogue_terminal_solo_v7_temp_2026_07_04/S02_74HC151_1X_CATALOGUE_TERMINAL/S02_74HC151_1X_CATALOGUE_TERMINAL_placed.pdsprj.Vincero.Empty.workspace,399931541ded899a65f18b4c74197be6d326fb4ea66d6a4907fe656ac058a4d4,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
new during reorganization,proteus/experiments/runs/new_catalogue_terminal_solo_v7_temp_2026_07_04/S02_74HC151_1X_CATALOGUE_TERMINAL/S02_74HC151_1X_CATALOGUE_TERMINAL_sa.pdsprj.Vincero.Empty.workspace,f4f856cd79a0bfadb3a2cbf4fce82691db6342eff36ea8f75ef64c291a7a35b9,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
new during reorganization,proteus/experiments/runs/new_catalogue_terminal_solo_v7_temp_2026_07_04/S03_74HC04_1X_CATALOGUE_TERMINAL/S03_74HC04_1X_CATALOGUE_TERMINAL_placed.pdsprj.Vincero.Empty.workspace,b71674be1dfe91c313efa95194de3981df97cf583ad3fbaead24ed30faecb384,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
new during reorganization,proteus/experiments/runs/new_catalogue_terminal_solo_v7_temp_2026_07_04/S03_74HC04_1X_CATALOGUE_TERMINAL/S03_74HC04_1X_CATALOGUE_TERMINAL_sa.pdsprj.Vincero.Empty.workspace,20049516a4bfb7b787c7d61101847263b40d5c03b57d0ec714324c8624016049,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
new during reorganization,proteus/experiments/runs/new_catalogue_terminal_solo_v9_validated_temp_2026_07_04/E01_4511_1X_NO_TERMINAL_EMPTY/E01_4511_1X_NO_TERMINAL_EMPTY.pdsprj.Vincero.Empty.workspace,5e2f9fd110e710c2661d14e3a38c3cf03d344c403bfb537fe0b207d3713fe547,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
new during reorganization,proteus/experiments/runs/new_catalogue_terminal_solo_v9_validated_temp_2026_07_04/E06_74HC08_1X_NO_TERMINAL_EMPTY/E06_74HC08_1X_NO_TERMINAL_EMPTY.pdsprj.Vincero.Empty.workspace,9cb5b13404cc7d7f1ab92d35d83d6559f8e2baeeebae4460220355cdc04e74af,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
new during reorganization,proteus/experiments/runs/new_catalogue_terminal_solo_v9_validated_temp_2026_07_04/E17_OPAMP_1X_NO_TERMINAL_EMPTY/E17_OPAMP_1X_NO_TERMINAL_EMPTY.pdsprj.Vincero.Empty.workspace,9cb5b13404cc7d7f1ab92d35d83d6559f8e2baeeebae4460220355cdc04e74af,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
new during reorganization,proteus/experiments/runs/non_ic_totalmix_matrix_v1_temp_2026_07_16/01_native_two_pin18/N02_NATIVE18_15X_TERMINALIZED_COLD_GATE_COPY.pdsprj,2be6ba5009bbdc4446877b8a3aaa1b3b10d940d481221737fbf666c478ff324a,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/non_ic_totalmix_matrix_v1_temp_2026_07_16/01_native_two_pin18/N10_NATIVE18_30X_CAPELEC21_TERMINALIZED_COLD_GATE_COPY.pdsprj,49d04eb4007af844882bdd11d390e46b3d4dab9aec0ea5f62ac01783070c323d,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/non_ic_totalmix_matrix_v1_temp_2026_07_16/01_native_two_pin18/N12_NATIVE18_45X_CAPELEC21_TERMINALIZED_COLD_GATE_COPY.pdsprj,9fc0515faa72ae8beb84a826eefec6bfa0431f310ba7cdf7a76e5a91ff02b5d1,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/non_ic_totalmix_matrix_v1_temp_2026_07_16/01_native_two_pin18/N14_NATIVE18_58X_CAPELEC21_TERMINALIZED_COLD_GATE_COPY.pdsprj,1c0832592188b9ebb0f9c73e2474887db74d663ff1b8b8ef43275507ed7368c7,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/non_ic_totalmix_matrix_v1_temp_2026_07_16/03_combination_quickcheck/Q03_FULL18_UNEVEN_SMALL/Q03_FULL18_UNEVEN_SMALL_TERMINALIZED_sa_OPEN_CHECK_COPY.pdsprj,e118250d241b5ce118bda670266f63cbbbdc3816dffa4a99671d0eeeb321c819,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/non_ic_totalmix_matrix_v1_temp_2026_07_16/03_combination_quickcheck/Q04_FULL18_UNEVEN_9X/Q04_FULL18_UNEVEN_9X_TERMINALIZED_sa_OPEN_CHECK_COPY.pdsprj,26ab6860403e4f4a7a8babe7616945d89bc7d06da0116a186c5dc2e444eb958c,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/non_ic_totalmix_matrix_v1_temp_2026_07_16/03_combination_quickcheck/Q05_FULL18_UNEVEN_30X/Q05_FULL18_UNEVEN_30X_TERMINALIZED_sa_OPEN_CHECK_COPY.pdsprj,5fdd690b10583e30bce5033f61377e6abfe9bf5409a0079ebd025069fe5e2f1f,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
new during reorganization,proteus/experiments/runs/non_ic_totalmix_matrix_v1_temp_2026_07_16/03_combination_quickcheck/Q06_FULL18_UNEVEN_58X/Q06_FULL18_UNEVEN_58X_TERMINALIZED_sa_OPEN_CHECK_COPY.pdsprj,838edb006d50908ce460cdd415821526dde1c2b4c1b7e1564f7be19c99c96b83,Disposable Proteus loader copy,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",**/*_COPY.pdsprj or **/*_GATE.pdsprj
experiments/power_ground_endpoint_examples_2026_05_30/BOTH_T01_6R_V0_G0_SHORTWIRE_ATTEMPT/BOTH_T01_6R_V0_G0_SHORTWIRE_ATTEMPT.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/power_ground_endpoint_examples_2026_05_30/BOTH_T01_6R_V0_G0_SHORTWIRE_ATTEMPT/BOTH_T01_6R_V0_G0_SHORTWIRE_ATTEMPT.pdsprj.M_TAHABINZAEEM.tahab.workspace,5b8dd78954ae3ef7b664be223f391d8318733e24bf37f6da6e7067d13afa0d3c,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/power_ground_endpoint_examples_2026_05_30/POWER_T03_6R_V0_ENDPOINT_ATTEMPT/POWER_T03_6R_V0_ENDPOINT_ATTEMPT.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/power_ground_endpoint_examples_2026_05_30/POWER_T03_6R_V0_ENDPOINT_ATTEMPT/POWER_T03_6R_V0_ENDPOINT_ATTEMPT.pdsprj.M_TAHABINZAEEM.tahab.workspace,bc64feffef5451aff7c3854df54055d7d8cdd11d57eaaad20ed8bdae7c88e65a,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/power_ground_endpoint_examples_2026_05_30/POWER_T04_R21_V0_ENDPOINT_ATTEMPT/POWER_T04_R21_V0_ENDPOINT_ATTEMPT.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/power_ground_endpoint_examples_2026_05_30/POWER_T04_R21_V0_ENDPOINT_ATTEMPT/POWER_T04_R21_V0_ENDPOINT_ATTEMPT.pdsprj.M_TAHABINZAEEM.tahab.workspace,5666291a4da2b1e0b664dcf584397b2d4197c0425a7d01e2160f74d897444c23,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/requested_resistor_networks_2026_05_30/03_PARALLEL_CIRCUIT/03_PARALLEL_CIRCUIT.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/requested_resistor_networks_2026_05_30/03_PARALLEL_CIRCUIT/03_PARALLEL_CIRCUIT.pdsprj.M_TAHABINZAEEM.tahab.workspace,3754418d7832bf119fda5c52edda9a1cbd6ae3d1c2fbeec31f80bc6115fc248d,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/requested_resistor_networks_oriented_2026_05_30/01_SIMPLE_LOOP/01_SIMPLE_LOOP.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/requested_resistor_networks_oriented_2026_05_30/01_SIMPLE_LOOP/01_SIMPLE_LOOP.pdsprj.M_TAHABINZAEEM.tahab.workspace,58e3377d72d76f99aee056aeab495c0dbe92a34c5f2a91fc11379f5c91b49ff8,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/requested_resistor_networks_oriented_2026_05_30/02_SERIES_CIRCUIT/02_SERIES_CIRCUIT.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/requested_resistor_networks_oriented_2026_05_30/02_SERIES_CIRCUIT/02_SERIES_CIRCUIT.pdsprj.M_TAHABINZAEEM.tahab.workspace,65ca1b1153d9c9deace27a6d05673eacf074a28f452505dfa5a02b57edf71df6,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/requested_resistor_networks_oriented_2026_05_30/05_BASIC_VOLTAGE_DIVIDER/05_BASIC_VOLTAGE_DIVIDER.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/requested_resistor_networks_oriented_2026_05_30/05_BASIC_VOLTAGE_DIVIDER/05_BASIC_VOLTAGE_DIVIDER.pdsprj.M_TAHABINZAEEM.tahab.workspace,8836c690a538bb39d7466d686d21887c5007650f6cca3a6ac9de6117c6125e2a,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/requested_resistor_networks_oriented_2026_05_30/06_MULTI_STEP_VOLTAGE_DIVIDER/06_MULTI_STEP_VOLTAGE_DIVIDER.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/requested_resistor_networks_oriented_2026_05_30/06_MULTI_STEP_VOLTAGE_DIVIDER/06_MULTI_STEP_VOLTAGE_DIVIDER.pdsprj.M_TAHABINZAEEM.tahab.workspace,2b044d7bbaf16b8d1cd0eb5fc3724458f55ee8cb61f7d388e15ec42516c4df2c,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/requested_resistor_networks_oriented_2026_05_30/09_STAR_Y_NETWORK/09_STAR_Y_NETWORK.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/requested_resistor_networks_oriented_2026_05_30/09_STAR_Y_NETWORK/09_STAR_Y_NETWORK.pdsprj.M_TAHABINZAEEM.tahab.workspace,8509fcd900759c4371bd5c2b87a0b0073185e9b9d1ec90be5b6077f18fc16a68,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/source_passive_v1_single_two_family_temp_2026_06_05/SOURCE_PASSIVE_V1_SINGLE_TWO_FAMILY_TEST_BATCH/SRCP_V1_ACV_T01_R_ONLY/SRCP_V1_ACV_T01_R_ONLY.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/source_passive_v1_single_two_family_temp_2026_06_05/SOURCE_PASSIVE_V1_SINGLE_TWO_FAMILY_TEST_BATCH/SRCP_V1_ACV_T01_R_ONLY/SRCP_V1_ACV_T01_R_ONLY.pdsprj.M_TAHABINZAEEM.tahab.workspace,358bd9e6cdbe3e4d2f59799a5342bc95297df3ece6eb4b8f891cf3ef2418cecc,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/source_passive_v1_single_two_family_temp_2026_06_05/SOURCE_PASSIVE_V1_SINGLE_TWO_FAMILY_TEST_BATCH/SRCP_V1_ACV_T02_C_ONLY/SRCP_V1_ACV_T02_C_ONLY.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/source_passive_v1_single_two_family_temp_2026_06_05/SOURCE_PASSIVE_V1_SINGLE_TWO_FAMILY_TEST_BATCH/SRCP_V1_ACV_T02_C_ONLY/SRCP_V1_ACV_T02_C_ONLY.pdsprj.M_TAHABINZAEEM.tahab.workspace,358bd9e6cdbe3e4d2f59799a5342bc95297df3ece6eb4b8f891cf3ef2418cecc,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/source_passive_v1_single_two_family_temp_2026_06_05/SOURCE_PASSIVE_V1_SINGLE_TWO_FAMILY_TEST_BATCH/SRCP_V1_ACV_T03_L_ONLY/SRCP_V1_ACV_T03_L_ONLY.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/source_passive_v1_single_two_family_temp_2026_06_05/SOURCE_PASSIVE_V1_SINGLE_TWO_FAMILY_TEST_BATCH/SRCP_V1_ACV_T03_L_ONLY/SRCP_V1_ACV_T03_L_ONLY.pdsprj.M_TAHABINZAEEM.tahab.workspace,358bd9e6cdbe3e4d2f59799a5342bc95297df3ece6eb4b8f891cf3ef2418cecc,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/source_passive_v1_single_two_family_temp_2026_06_05/SOURCE_PASSIVE_V1_SINGLE_TWO_FAMILY_TEST_BATCH/SRCP_V1_ACV_T04_RC_ONLY/SRCP_V1_ACV_T04_RC_ONLY.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/source_passive_v1_single_two_family_temp_2026_06_05/SOURCE_PASSIVE_V1_SINGLE_TWO_FAMILY_TEST_BATCH/SRCP_V1_ACV_T04_RC_ONLY/SRCP_V1_ACV_T04_RC_ONLY.pdsprj.M_TAHABINZAEEM.tahab.workspace,358bd9e6cdbe3e4d2f59799a5342bc95297df3ece6eb4b8f891cf3ef2418cecc,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/source_passive_v1_single_two_family_temp_2026_06_05/SOURCE_PASSIVE_V1_SINGLE_TWO_FAMILY_TEST_BATCH/SRCP_V1_ACV_T05_RL_ONLY/SRCP_V1_ACV_T05_RL_ONLY.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/source_passive_v1_single_two_family_temp_2026_06_05/SOURCE_PASSIVE_V1_SINGLE_TWO_FAMILY_TEST_BATCH/SRCP_V1_ACV_T05_RL_ONLY/SRCP_V1_ACV_T05_RL_ONLY.pdsprj.M_TAHABINZAEEM.tahab.workspace,358bd9e6cdbe3e4d2f59799a5342bc95297df3ece6eb4b8f891cf3ef2418cecc,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/source_passive_v1_single_two_family_temp_2026_06_05/SOURCE_PASSIVE_V1_SINGLE_TWO_FAMILY_TEST_BATCH/SRCP_V1_ACV_T06_CL_ONLY/SRCP_V1_ACV_T06_CL_ONLY.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/source_passive_v1_single_two_family_temp_2026_06_05/SOURCE_PASSIVE_V1_SINGLE_TWO_FAMILY_TEST_BATCH/SRCP_V1_ACV_T06_CL_ONLY/SRCP_V1_ACV_T06_CL_ONLY.pdsprj.M_TAHABINZAEEM.tahab.workspace,358bd9e6cdbe3e4d2f59799a5342bc95297df3ece6eb4b8f891cf3ef2418cecc,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/source_passive_v1_single_two_family_temp_2026_06_05/SOURCE_PASSIVE_V1_SINGLE_TWO_FAMILY_TEST_BATCH/SRCP_V1_DCI_T01_R_ONLY/SRCP_V1_DCI_T01_R_ONLY.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/source_passive_v1_single_two_family_temp_2026_06_05/SOURCE_PASSIVE_V1_SINGLE_TWO_FAMILY_TEST_BATCH/SRCP_V1_DCI_T01_R_ONLY/SRCP_V1_DCI_T01_R_ONLY.pdsprj.M_TAHABINZAEEM.tahab.workspace,358bd9e6cdbe3e4d2f59799a5342bc95297df3ece6eb4b8f891cf3ef2418cecc,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/source_passive_v1_single_two_family_temp_2026_06_05/SOURCE_PASSIVE_V1_SINGLE_TWO_FAMILY_TEST_BATCH/SRCP_V1_DCI_T02_C_ONLY/SRCP_V1_DCI_T02_C_ONLY.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/source_passive_v1_single_two_family_temp_2026_06_05/SOURCE_PASSIVE_V1_SINGLE_TWO_FAMILY_TEST_BATCH/SRCP_V1_DCI_T02_C_ONLY/SRCP_V1_DCI_T02_C_ONLY.pdsprj.M_TAHABINZAEEM.tahab.workspace,358bd9e6cdbe3e4d2f59799a5342bc95297df3ece6eb4b8f891cf3ef2418cecc,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/source_passive_v1_single_two_family_temp_2026_06_05/SOURCE_PASSIVE_V1_SINGLE_TWO_FAMILY_TEST_BATCH/SRCP_V1_DCI_T03_L_ONLY/SRCP_V1_DCI_T03_L_ONLY.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/source_passive_v1_single_two_family_temp_2026_06_05/SOURCE_PASSIVE_V1_SINGLE_TWO_FAMILY_TEST_BATCH/SRCP_V1_DCI_T03_L_ONLY/SRCP_V1_DCI_T03_L_ONLY.pdsprj.M_TAHABINZAEEM.tahab.workspace,358bd9e6cdbe3e4d2f59799a5342bc95297df3ece6eb4b8f891cf3ef2418cecc,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/source_passive_v1_single_two_family_temp_2026_06_05/SOURCE_PASSIVE_V1_SINGLE_TWO_FAMILY_TEST_BATCH/SRCP_V1_DCI_T04_RC_ONLY/SRCP_V1_DCI_T04_RC_ONLY.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/source_passive_v1_single_two_family_temp_2026_06_05/SOURCE_PASSIVE_V1_SINGLE_TWO_FAMILY_TEST_BATCH/SRCP_V1_DCI_T04_RC_ONLY/SRCP_V1_DCI_T04_RC_ONLY.pdsprj.M_TAHABINZAEEM.tahab.workspace,358bd9e6cdbe3e4d2f59799a5342bc95297df3ece6eb4b8f891cf3ef2418cecc,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/source_passive_v1_single_two_family_temp_2026_06_05/SOURCE_PASSIVE_V1_SINGLE_TWO_FAMILY_TEST_BATCH/SRCP_V1_DCI_T05_RL_ONLY/SRCP_V1_DCI_T05_RL_ONLY.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/source_passive_v1_single_two_family_temp_2026_06_05/SOURCE_PASSIVE_V1_SINGLE_TWO_FAMILY_TEST_BATCH/SRCP_V1_DCI_T05_RL_ONLY/SRCP_V1_DCI_T05_RL_ONLY.pdsprj.M_TAHABINZAEEM.tahab.workspace,358bd9e6cdbe3e4d2f59799a5342bc95297df3ece6eb4b8f891cf3ef2418cecc,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/source_passive_v1_single_two_family_temp_2026_06_05/SOURCE_PASSIVE_V1_SINGLE_TWO_FAMILY_TEST_BATCH/SRCP_V1_DCI_T06_CL_ONLY/SRCP_V1_DCI_T06_CL_ONLY.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/source_passive_v1_single_two_family_temp_2026_06_05/SOURCE_PASSIVE_V1_SINGLE_TWO_FAMILY_TEST_BATCH/SRCP_V1_DCI_T06_CL_ONLY/SRCP_V1_DCI_T06_CL_ONLY.pdsprj.M_TAHABINZAEEM.tahab.workspace,358bd9e6cdbe3e4d2f59799a5342bc95297df3ece6eb4b8f891cf3ef2418cecc,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
experiments/source_passive_v1_single_two_family_temp_2026_06_05/SOURCE_PASSIVE_V1_SINGLE_TWO_FAMILY_TEST_BATCH/SRCP_V1_DCV_T01_R_ONLY/SRCP_V1_DCV_T01_R_ONLY.pdsprj.M_TAHABINZAEEM.tahab.workspace,proteus/experiments/runs/source_passive_v1_single_two_family_temp_2026_06_05/SOURCE_PASSIVE_V1_SINGLE_TWO_FAMILY_TEST_BATCH/SRCP_V1_DCV_T01_R_ONLY/SRCP_V1_DCV_T01_R_ONLY.pdsprj.M_TAHABINZAEEM.tahab.workspace,358bd9e6cdbe3e4d2f59799a5342bc95297df3ece6eb4b8f891cf3ef2418cecc,Proteus workspace sidecar,local-only reproducible infrastructure or disposable Proteus state,"preserved on disk, explicitly excluded from Git",*.workspace
